epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,2990.39,0,2.54178,0,0,0,0,0,0,2.60815,0,0.000461898,0.000461898,0.000461898
47,3054.6,0,2.36878,0,0,0,0,0,0,2.4575,0,0.000453652,0.000453652,0.000453652
48,3118.91,0,2.21229,0,0,0,0,0,0,2.36796,0,0.000445405,0.000445405,0.000445405
49,3182.74,0,2.03366,0,0,0,0,0,0,2.13333,0,0.000437158,0.000437158,0.000437158
50,3246.73,0,1.85855,0,0,0,0,0,0,1.9301,0,0.000428912,0.000428912,0.000428912
51,3310.51,0,1.69487,0,0,0,0,0,0,1.70368,0,0.000420665,0.000420665,0.000420665
52,3374.39,0,1.54262,0,0,0,0,0,0,1.60131,0,0.000412418,0.000412418,0.000412418
53,3438.34,0,1.40972,0,0,0,0,0,0,1.50034,0,0.000404172,0.000404172,0.000404172
54,3502.52,0,1.30197,0,0,0,0,0,0,1.40636,0,0.000395925,0.000395925,0.000395925
55,3566.42,0,1.22015,0,0,0,0,0,0,1.28022,0,0.000387678,0.000387678,0.000387678
56,3630.65,0,1.14439,0,0,0,0,0,0,1.2408,0,0.000379431,0.000379431,0.000379431
57,3694.75,0,1.08131,0,0,0,0,0,0,1.18573,0,0.000371185,0.000371185,0.000371185
58,3758.82,0,1.03158,0,0,0,0,0,0,1.10886,0,0.000362938,0.000362938,0.000362938
59,3822.63,0,0.98834,0,0,0,0,0,0,1.05108,0,0.000354691,0.000354691,0.000354691
60,3886.47,0,0.94822,0,0,0,0,0,0,1.0242,0,0.000346445,0.000346445,0.000346445
61,3950.89,0,0.9067,0,0,0,0,0,0,0.97134,0,0.000338198,0.000338198,0.000338198
62,4015.2,0,0.86759,0,0,0,0,0,0,0.92483,0,0.000329951,0.000329951,0.000329951
63,4079.4,0,0.82684,0,0,0,0,0,0,0.90943,0,0.000321705,0.000321705,0.000321705
64,4143.46,0,0.74452,0,0,0,0,0,0,0.74662,0,0.000313458,0.000313458,0.000313458
65,4207.56,0,0.6557,0,0,0,0,0,0,0.67792,0,0.000305211,0.000305211,0.000305211
66,4271.55,0,0.586,0,0,0,0,0,0,0.63664,0,0.000296964,0.000296964,0.000296964
67,4335.53,0,0.4983,0,0,0,0,0,0,0.53841,0,0.000288718,0.000288718,0.000288718
68,4400.06,0,0.43749,0,0,0,0,0,0,0.46102,0,0.000280471,0.000280471,0.000280471
69,4464.57,0,0.38898,0,0,0,0,0,0,0.43778,0,0.000272224,0.000272224,0.000272224
70,4529.24,0,0.35111,0,0,0,0,0,0,0.37737,0,0.000263978,0.000263978,0.000263978
71,4593.68,0,0.31965,0,0,0,0,0,0,0.36815,0,0.000255731,0.000255731,0.000255731
72,4657.76,0,0.29126,0,0,0,0,0,0,0.30025,0,0.000247484,0.000247484,0.000247484
73,4721.78,0,0.26802,0,0,0,0,0,0,0.27796,0,0.000239238,0.000239238,0.000239238
74,4785.91,0,0.24823,0,0,0,0,0,0,0.25937,0,0.000230991,0.000230991,0.000230991
75,4850.04,0,0.22699,0,0,0,0,0,0,0.24858,0,0.000222744,0.000222744,0.000222744
76,4914.08,0,0.20865,0,0,0,0,0,0,0.22153,0,0.000214497,0.000214497,0.000214497
77,4978.6,0,0.19828,0,0,0,0,0,0,0.21406,0,0.000206251,0.000206251,0.000206251
78,5042.77,0,0.19039,0,0,0,0,0,0,0.20289,0,0.000198004,0.000198004,0.000198004
79,5107.44,0,0.18335,0,0,0,0,0,0,0.19797,0,0.000189757,0.000189757,0.000189757
80,5171.96,0,0.17864,0,0,0,0,0,0,0.19148,0,0.000181511,0.000181511,0.000181511
81,5246.11,0,0.17379,0,0,0,0,0,0,0.18627,0,0.000173264,0.000173264,0.000173264
82,5310.1,0,0.16966,0,0,0,0,0,0,0.1839,0,0.000165017,0.000165017,0.000165017
83,5374.25,0,0.16777,0,0,0,0,0,0,0.1819,0,0.000156771,0.000156771,0.000156771
84,5438.41,0,0.16581,0,0,0,0,0,0,0.18021,0,0.000148524,0.000148524,0.000148524
85,5502.34,0,0.16417,0,0,0,0,0,0,0.17843,0,0.000140277,0.000140277,0.000140277
86,5566.41,0,0.16208,0,0,0,0,0,0,0.17551,0,0.000132031,0.000132031,0.000132031
87,5630.26,0,0.1587,0,0,0,0,0,0,0.17248,0,0.000123784,0.000123784,0.000123784
88,5694.51,0,0.15428,0,0,0,0,0,0,0.16831,0,0.000115537,0.000115537,0.000115537
89,5758.71,0,0.15004,0,0,0,0,0,0,0.16347,0,0.00010729,0.00010729,0.00010729
90,5822.62,0,0.14618,0,0,0,0,0,0,0.15731,0,9.90437e-05,9.90437e-05,9.90437e-05
91,5886.63,0,0.14309,0,0,0,0,0,0,0.15543,0,9.0797e-05,9.0797e-05,9.0797e-05
92,5950.49,0,0.14033,0,0,0,0,0,0,0.15936,0,8.25503e-05,8.25503e-05,8.25503e-05
93,6014.2,0,0.13862,0,0,0,0,0,0,423.77,0,7.43036e-05,7.43036e-05,7.43036e-05
94,6077.91,0,0.13678,0,0,0,0,0,0,929.819,0,6.60569e-05,6.60569e-05,6.60569e-05
95,6141.69,0,0.13508,0,0,0,0,0,0,5357.31,0,5.78102e-05,5.78102e-05,5.78102e-05
96,6205.24,0,0.13448,0,0,0,0,0,0,5190.71,0,4.95635e-05,4.95635e-05,4.95635e-05
97,6269.2,0,0.13399,0,0,0,0,0,0,5229,0,4.13168e-05,4.13168e-05,4.13168e-05
98,6332.97,0,0.13373,0,0,0,0,0,0,4640.95,0,3.30701e-05,3.30701e-05,3.30701e-05
99,6396.58,0,0.13342,0,0,0,0,0,0,5046.19,0,2.48234e-05,2.48234e-05,2.48234e-05
100,6460.29,0,0.13334,0,0,0,0,0,0,5737.35,0,1.65767e-05,1.65767e-05,1.65767e-05
